,features,r2_train,r2_test,totals_effect,nonlinear,interactions,rho_X,int_X,rho_U,int_U,N,cos_sim,cos_sim_rand
446,5,0.6432093888816808,-2.7335755375816984,0.25,1,0,0.0,1,0.5,2,30,0.9594293692598655,0.5112866098272778
447,2,0.4108797046292598,0.2780369111312023,0.5,1,0,0.5,1,0.0,2,100,0.9512663329423591,0.9986933667194859
448,5,0.17988792747435955,-0.049476611717132135,0.25,1,2,0.5,1,0.5,2,100,0.37889534246645035,0.8483206663778252
449,10,0.6622287090294858,0.5054221394776319,0.75,3,0,0.5,1,0.5,2,100,0.9306999735247972,0.08563825977377676
450,5,0.45122919409616336,-1.1573575083226277,0.5,1,2,0.0,1,0.5,2,100,0.9053302239088457,0.040157712587467184
451,10,0.750528391806117,-1.4012085354349617,0.5,3,0,0.0,1,0.5,2,30,0.6524198775234786,0.17818554668578515
452,10,0.626312394762703,0.5596106512169876,0.75,1,2,0.5,1,0.5,2,100,0.676331078881902,0.6480366830960022
453,10,0.5695374859067852,-0.544643983806254,0.5,1,1,0.5,1,0.5,2,50,0.6407352062351583,0.7319940551505542
454,5,0.7728484858792855,0.39483259136049764,0.75,1,2,0.0,1,0.5,2,30,0.6883287931010589,0.5878603104201376
455,10,0.4858354164127826,0.11874225154465667,0.5,3,1,0.0,1,0.0,2,100,0.2858764782969463,0.7840545189878995
456,10,0.6531944491351535,-0.0880257834705176,0.5,3,1,0.0,1,0.5,2,30,0.677924861888426,0.24797251894697542
457,5,0.32270131443075645,-0.11670656058937201,0.25,1,1,0.5,1,0.5,2,100,0.6482858960488952,0.2535770290473127
458,10,0.612388614862903,-0.019656777192056163,0.5,0,1,0.0,1,0.0,2,50,0.8535142554728858,0.22457957505913353
459,5,0.6997030385967897,0.6113147135263706,0.75,0,1,0.5,1,0.5,2,100,0.9763104764808509,0.4776661791621829
460,5,0.2895548688434024,0.04346189750736129,0.25,1,0,0.5,1,0.5,2,100,0.9822055677535328,0.5408726027452834
461,5,0.6222334591403775,0.030887191800946567,0.25,0,2,0.5,1,0.5,2,50,0.8884737125293641,0.4506700441542261
462,5,0.7462899847499749,0.45510657210414074,0.75,0,0,0.5,1,0.0,2,30,0.6377550675267878,0.8855854449336926
463,2,0.6289819388603219,0.2040596077182366,0.25,0,0,0.5,1,0.5,2,30,0.9979040090760712,0.9998574905140726
464,2,0.36453665148306935,0.1057622265357564,0.25,0,0,0.5,1,0.0,2,50,0.530228794528948,0.6492542437679975
465,2,0.6524753363032917,0.26874960616636656,0.25,0,1,0.5,1,0.0,2,30,0.9769103111417331,0.9982023385986886
466,10,0.6730182753985539,-0.20385492870811217,0.25,1,0,0.0,1,0.0,2,30,0.5041453847246457,0.5387028872585851
467,10,0.2644010033926605,-0.16140110726880952,0.25,3,1,0.5,1,0.5,2,100,0.7117556001383631,0.22220081114440365
468,5,0.7295828352441982,-1.2440978470656927,0.5,3,1,0.5,1,0.5,2,30,0.9353650691818559,0.4815697719715022
469,5,0.7622659249886826,0.6059891757704834,0.75,3,2,0.5,1,0.0,2,100,0.7872549792199388,0.4738618673106367
470,5,0.5679727777239891,0.09898429094841521,0.5,3,1,0.5,1,0.5,2,50,0.3746231901675677,0.9403313129309125
471,10,0.5517302144698575,0.12035988192805191,0.25,3,2,0.5,1,0.5,2,50,0.4086309632711541,0.1687889701063088
472,10,0.7012815301839237,-0.7961707102746509,0.5,3,1,0.5,1,0.0,2,30,0.4940822979106851,0.1959462081846413
473,10,0.7413879030134772,0.4819865900505005,0.5,3,2,0.5,1,0.5,2,30,0.7920771150416597,0.29961671782011945
474,5,0.6190537988233398,0.4985687662814674,0.75,3,2,0.5,1,0.5,2,50,0.29883200917857944,0.023330157214023223
475,5,0.512041173276049,0.04597630246504125,0.5,3,0,0.0,1,0.0,2,100,0.9278738921820691,0.29903403437531995
476,5,0.6967866692922593,0.11191404996735577,0.5,1,1,0.0,1,0.5,2,30,0.32155238917546475,0.7270048603266842
477,10,0.5943442964832304,0.155405307313898,0.5,0,2,0.0,1,0.5,2,50,0.6678746285326006,0.49725573473308665
478,5,0.5233375071756435,-0.5547134065831527,0.25,0,1,0.5,1,0.5,2,50,0.7181047163316646,0.734557723352983
479,10,0.5618223623454459,-0.690377665507611,0.25,0,2,0.0,1,0.0,2,50,0.6405544476818744,0.5019901762843524
480,5,0.6889178982335391,0.06238793355134897,0.5,3,1,0.5,1,0.5,2,50,0.7106428382055393,0.6798711437180138
481,2,0.4829430374161662,-2.5633903371763527,0.5,1,1,0.0,1,0.5,2,50,0.57908842774491,0.06660602844415062
482,2,0.7525518313709825,0.5951385866496024,0.75,0,0,0.5,1,0.5,2,100,0.9646886783561361,0.04630503209194128
483,10,0.6694473654611914,0.41856746585681737,0.75,1,2,0.5,1,0.5,2,50,0.6548809446193996,0.8948456799448885
484,10,0.7677555202267015,0.12144879211108972,0.25,1,2,0.5,1,0.5,2,30,0.2112018139868423,0.33090458072071044
485,10,0.5884325245856694,0.1250641011502479,0.25,0,1,0.5,1,0.5,2,50,0.41464939829732134,0.7879705383607013
486,10,0.7022929817709866,-0.14424737003722754,0.5,0,0,0.5,1,0.0,2,30,0.6921124605603526,0.49177044722123286
487,5,0.6430802004843861,0.3286521239019635,0.25,0,0,0.0,1,0.0,2,30,0.31201899919165965,0.45564880502830035
488,5,0.7029089879654018,0.08093281957280862,0.5,0,1,0.5,1,0.5,2,50,0.8044532908212065,0.29997757729566593
489,5,0.7927452088638905,0.0982865345646341,0.25,1,2,0.5,1,0.5,2,30,0.5577302483746843,0.565111596102506
490,2,0.5675365181924368,0.3839107380584067,0.5,0,1,0.5,1,0.5,2,50,0.9357614433683502,0.9605770133825136
491,5,0.2302466393549396,0.013248769432439023,0.25,1,0,0.5,1,0.0,2,100,0.6391479861552276,0.6100737053380738
492,10,0.681149477742931,0.5350792841285976,0.5,0,0,0.5,1,0.5,2,50,0.946932023589452,0.7343526172312906
493,10,0.6995601825577182,0.7753551651275538,0.5,1,1,0.5,1,0.0,2,30,0.507546232126024,0.33487388709954785
494,5,0.6212628222870307,-0.45982876921563265,0.5,1,1,0.0,1,0.5,2,30,0.5449519972121099,0.22482072945632256
495,10,0.6942368407850064,0.25729030173269773,0.75,0,0,0.0,1,0.0,2,50,0.6730608909113921,0.27868569183677777
496,2,0.7409429830600505,0.22977438729936284,0.75,0,0,0.5,1,0.5,2,100,0.9917701652218287,0.6891090459747239
497,5,0.40983458576613585,-0.43243668716001493,0.25,1,1,0.0,1,0.5,2,50,0.7643327897707628,0.46365704697543125
498,5,0.5859208993015166,-0.6790860547686297,0.75,3,0,0.5,1,0.5,2,50,0.25133353250218127,0.32642153110651034
499,10,0.7558276941236369,-1.2455960086415718,0.75,3,2,0.0,1,0.0,2,50,0.6365535897738374,0.07074824758416617
500,10,0.5781490780410223,0.16572223824036814,0.5,1,2,0.0,1,0.5,2,100,0.41042449571971584,0.11132750135718077
501,10,0.539852289689233,-0.013962997378693442,0.25,0,2,0.0,1,0.5,2,50,0.25002019828690664,0.6066681108710825
502,5,0.7309091141295146,0.5709906514479797,0.75,1,1,0.5,1,0.5,2,50,0.5768941015186516,0.8452667218168405
503,5,0.5993960401555198,-1.6237293236331012,0.5,0,1,0.0,1,0.5,2,30,0.7512297107463021,0.816367518439346
504,5,0.5630946618674558,0.45919451941553335,0.75,3,1,0.5,1,0.5,2,50,0.3194317792988558,0.3877381464991297
505,5,0.563327972439655,0.37847615140930946,0.75,3,1,0.0,1,0.0,2,100,0.7634255563961023,0.90597288525954
506,5,0.768376722832645,0.47224519524940856,0.75,3,0,0.5,1,0.0,2,30,0.4733934864577383,0.2676274969140858
507,10,0.8518149480593946,0.17236452790306434,0.75,3,0,0.5,1,0.5,2,30,0.4750475266894491,0.38616291320221946
508,5,0.5940540881560945,0.2611145986296207,0.75,3,1,0.5,1,0.0,2,50,0.3313682136293172,0.9311186646788551
509,5,0.7182410494769103,0.7041230591564397,0.75,1,0,0.5,1,0.5,2,50,0.7570548405227603,0.24363027547817964
510,5,0.5698825945583896,-26.450631614720148,0.5,3,1,0.0,1,0.0,2,30,0.4578934226954091,0.472087752851759
511,5,0.33393521723808617,-0.31698729010564963,0.5,1,1,0.0,1,0.5,2,100,0.854820677356678,0.586717961259609
512,10,0.6443963397155599,-2.1725928234897913,0.75,3,2,0.0,1,0.0,2,30,0.5413679807993088,0.3423610628015841
513,5,0.4521465640703475,0.27520250861685114,0.25,0,1,0.5,1,0.5,2,50,0.7974811294365888,0.6367140153817382
514,10,0.8273763332605145,0.6458594787106631,0.5,1,2,0.5,1,0.5,2,30,0.5868146897924911,0.5225063438207469
515,5,0.42101719976423235,0.1694020910086137,0.5,0,1,0.5,1,0.0,2,100,0.3721729118350048,0.20651006907359282
516,2,0.2015746106062879,-0.023241504719938355,0.5,1,0,0.5,1,0.0,2,100,0.5798260780504269,0.876468191905622
517,5,0.38069312278779643,0.1469518570692353,0.25,0,0,0.5,1,0.5,2,100,0.7237060385916277,0.35316003832281023
518,5,0.2668984770271875,-0.077820061943777,0.25,1,1,0.5,1,0.5,2,100,0.7502735766306178,0.6919701777424083
519,2,0.8516684380548639,0.7572046044247365,0.75,1,0,0.5,1,0.5,2,30,0.9777179831593803,0.6790055290276891
520,10,0.7501206799926322,0.02480749835571605,0.75,0,0,0.5,1,0.5,2,50,0.7033596678646794,0.14092365470441648
521,5,0.6691246180345523,0.37986015132513584,0.75,3,1,0.5,1,0.5,2,30,0.8440891998376034,0.4242093699593545
522,5,0.6928092201597718,-0.3487916339240549,0.25,1,0,0.5,1,0.5,2,30,0.8345360911735241,0.6757149694695073
523,5,0.7675092560075375,0.6434157307711934,0.75,0,1,0.5,1,0.5,2,100,0.9928820036185211,0.08362324564935683
524,5,0.8247608842329227,0.2063981682211118,0.75,0,2,0.5,1,0.0,2,30,0.9613959677312713,0.8308850469810648
525,5,0.822015105355453,0.3940033162085782,0.75,3,0,0.5,1,0.5,2,50,0.9437426584612004,0.06446100714479448
526,2,0.35634513523662137,-0.156528073249391,0.75,1,0,0.5,1,0.5,2,100,0.3964175785008507,0.3597279871928065
527,5,0.5998599318917267,-2.4535308167463232,0.25,1,1,0.0,1,0.0,2,50,0.3803366210999717,0.4910927034569511
528,10,0.7391085394180019,0.34838383418113594,0.75,0,0,0.5,1,0.0,2,50,0.8073487559717345,0.4667405943964771
529,10,0.6984324047462381,0.15381386348530313,0.5,0,2,0.5,1,0.5,2,50,0.7824587995261378,0.33800169625795917
530,10,0.5618143028697528,0.5671276220036675,0.75,1,2,0.0,1,0.0,2,100,0.7350690155200501,0.20523900680159804
531,2,0.36748441369147666,-0.04826945514394376,0.5,1,0,0.5,1,0.5,2,50,0.7038610138621717,0.9253204442146148
532,2,0.46862619577435416,-0.23024131677816606,0.5,1,0,0.5,1,0.5,2,50,0.9575662721341094,0.8098075738949794
533,10,0.6942459897314299,0.0627030585615651,0.75,1,0,0.0,1,0.0,2,30,0.8945361556295394,0.36098152015464074
534,5,0.7732555438760944,-0.5691740940548904,0.5,3,2,0.5,1,0.5,2,30,0.7763767612945726,0.5333724637830657
535,10,0.6785982880502399,-1.1363781070331584,0.5,1,1,0.5,1,0.0,2,30,0.6799312475480798,0.25091524444009655
536,10,0.6334006739841981,0.23363866120490695,0.75,3,1,0.0,1,0.5,2,100,0.6643913710488502,0.44523488035446857
537,5,0.74645440791417,-0.11377647264625712,0.5,3,2,0.5,1,0.5,2,30,0.6848154885394289,0.9653532110011316
538,5,0.6990874500330637,0.7196684648347949,0.75,1,1,0.5,1,0.5,2,50,0.6927451635177473,0.30114814769474657
539,5,0.7406395688895964,-0.2598182157695572,0.5,3,1,0.5,1,0.5,2,50,0.6730066116309942,0.35359081433251643
540,10,0.6452452514379811,-0.01321121467158215,0.75,3,2,0.5,1,0.0,2,50,0.7322544170522843,0.24833462876065424
541,10,0.42762346572937926,0.2098979275218753,0.5,0,0,0.0,1,0.5,2,100,0.9118024521529576,0.291944524338946
542,5,0.6762029468829532,-3.356140696861618,0.5,0,2,0.5,1,0.0,2,30,0.8148192312070907,0.7633642918270407
543,10,0.8622830969297032,0.5199468062714454,0.75,0,2,0.5,1,0.5,2,30,0.3757152738193975,0.3432538990018547
544,5,0.7538216673416438,0.5700901447487497,0.75,0,1,0.5,1,0.5,2,50,0.4508010249442049,0.2691675939615218
545,10,0.575524693249047,0.2566667687094223,0.25,3,1,0.0,1,0.0,2,30,0.6182822596323002,0.45752223311720397
546,10,0.6637745142721053,-1.0854139256813307,0.25,0,1,0.0,1,0.5,2,30,0.6778911969377246,0.59664561574973
547,2,0.3941497890584764,-13.004462563838672,0.25,0,1,0.0,1,0.5,2,30,0.8792835839113644,0.5816861209477293
548,5,0.6149169044830556,0.4637579121982457,0.5,3,0,0.5,1,0.5,2,50,0.85242926695312,0.556069454163959
549,10,0.7576288318393798,-10.079521718994686,0.75,3,2,0.5,1,0.5,2,30,0.7699413730180127,0.785302188136913
550,10,0.6951869337279195,-2.332344024329938,0.5,0,0,0.5,1,0.5,2,50,0.6573174134356635,0.2887257421892531
551,10,0.71045264666893,0.37772809564381526,0.5,1,2,0.0,1,0.5,2,30,0.5432753563320479,0.4246072416471004
552,5,0.38044852418298813,-0.4585406453692058,0.5,3,2,0.0,1,0.0,2,50,0.8992526791885932,0.32215344721169425
553,2,0.35795155790679467,-0.5954959339688146,0.25,0,0,0.5,1,0.5,2,50,0.8736144934514735,0.9199294398628413
554,5,0.6355333018507987,0.17120503320526048,0.5,1,1,0.5,1,0.5,2,50,0.9785442672682084,0.13045316804861348
555,5,0.8453471972809088,0.8567468633890203,0.75,1,0,0.5,1,0.5,2,50,0.9276902016075899,0.11316329310054864
556,5,0.5854018114966042,-0.027943720930883487,0.75,0,2,0.0,1,0.5,2,100,0.35139100310853816,0.4495276081252469
557,10,0.4157045654345778,0.20580832192611953,0.25,1,0,0.5,1,0.5,2,100,0.21338422178069794,0.40884511874821106
558,2,0.5173820273904821,0.309966519669146,0.25,0,0,0.0,1,0.5,2,30,0.9450240575383767,0.9770743793039341
559,10,0.632343086330869,-0.34803637547784705,0.75,3,0,0.5,1,0.5,2,100,0.562086576423337,0.1530153266769097
560,5,0.6721967658297165,0.39355046252708603,0.75,1,0,0.5,1,0.5,2,100,0.9319843681270544,0.7578960846032315
561,2,0.6192868305490637,-1.7377539465188123,0.75,1,0,0.5,1,0.0,2,50,0.22801680621091688,0.08709262812661739
562,10,0.44242161654089285,0.04876453792508295,0.25,0,1,0.5,1,0.5,2,100,0.2967368998219152,0.8492661449442022
563,10,0.7364920815681646,-5.284926610261162,0.5,1,0,0.0,1,0.5,2,30,0.6119429258226246,0.6056648354262534
564,5,0.5707049903381348,0.26592270719433364,0.75,3,1,0.5,1,0.0,2,50,0.4979837388114576,0.5912201859620576
565,5,0.8415869805232365,0.33888399938937075,0.75,1,1,0.5,1,0.5,2,30,0.7462633832925843,0.5642827839841179
566,10,0.6002510810095876,0.46378799547394367,0.75,0,2,0.5,1,0.0,2,30,0.8759115739956751,0.3508014389735474
567,5,0.44721037483647463,0.06029172855935605,0.5,1,0,0.5,1,0.0,2,100,0.5455329534755811,0.044123644626364374
568,10,0.6152384072680097,-0.02381509025077211,0.5,1,2,0.0,1,0.0,2,50,0.41540495206959704,0.43892804730473334
569,2,0.4788463892125615,0.44688651612077857,0.5,0,1,0.5,1,0.0,2,100,0.8898428517206638,0.06090555575701453
570,10,0.7470856545030906,0.31192921749858316,0.75,1,1,0.0,1,0.0,2,30,0.6614638506837136,0.6388712232934158
571,10,0.6170797146048218,0.5529089566030023,0.75,0,1,0.5,1,0.0,2,100,0.6488892885189679,0.6336538776888868
572,10,0.6872200443486001,-0.5117531592343203,0.75,3,1,0.5,1,0.0,2,30,0.2236762863926783,0.20804257714355026
573,10,0.6468876123887375,0.09277294452261553,0.5,1,1,0.5,1,0.5,2,50,0.3227566692599299,0.4831489916230364
574,5,0.32597879056131074,0.29891583272047373,0.25,0,2,0.5,1,0.5,2,100,0.7082079095337361,0.5670437387296112
575,2,0.8438153754762878,0.4272862540252257,0.75,1,1,0.5,1,0.0,2,30,0.9147040670835437,0.14389675440701585
576,2,0.5517161450529184,-0.032497467044190875,0.25,0,0,0.0,1,0.0,2,30,0.8604221256111295,0.7532247345766392
577,5,0.4283328810218856,-0.2613693226764282,0.5,1,1,0.5,1,0.5,2,50,0.8905243201022922,0.8892997408299821
578,10,0.5035197545848091,0.5852747675628638,0.75,3,2,0.0,1,0.5,2,100,0.3662931259754525,0.29954501576110026
579,2,0.7333469626617347,-5.092982202574772,0.25,1,1,0.5,1,0.5,2,30,0.8079714389298365,0.33323512661058013
580,10,0.6070218541287888,0.11798498820547543,0.5,1,0,0.0,1,0.5,2,50,0.6733042580444003,0.36329037117232216
581,2,0.637182371286027,-1.1706833199882865,0.25,0,0,0.0,1,0.0,2,30,0.7663747525235246,0.5768301221729452
582,5,0.6187160124357505,0.05022604367689221,0.25,3,1,0.5,1,0.5,2,50,0.5910428239347165,0.5871017263672176
583,10,0.6314993954623791,-6.262771251380522,0.25,1,2,0.0,1,0.5,2,30,0.36627973491160043,0.3734768277053188
584,2,0.7478534480221988,0.5274959422537955,0.75,1,1,0.0,1,0.5,2,30,0.9822366178157682,0.7322438010635901
585,10,0.8355319281478761,-4.134490550586595,0.75,1,0,0.5,1,0.0,2,30,0.8809858580762694,0.6578047934780337
586,10,0.6190584912933643,0.20355684995920686,0.75,0,2,0.5,1,0.5,2,30,0.4593578079607698,0.5344407607241551
587,5,0.49134391290463664,0.6190355543777274,0.25,0,2,0.5,1,0.5,2,100,0.8169074504342116,0.7151805948557423
588,5,0.7459423656759465,0.7578865603762082,0.5,1,0,0.0,1,0.0,2,30,0.7698673461730545,0.6812802447579418
589,5,0.2576815918010287,0.0007117634437260323,0.25,1,0,0.0,1,0.5,2,100,0.8124236657197438,0.6069400851841373
590,2,0.798937829477561,0.2355041389542809,0.75,0,1,0.5,1,0.5,2,100,0.9829532179614052,0.9492084211868692
591,5,0.4741195146655408,-0.16626630162784517,0.25,3,1,0.5,1,0.0,2,50,0.662569871644458,0.6845258562779185
592,5,0.8313034781325285,0.7523956123067478,0.75,3,0,0.0,1,0.5,2,30,0.6965060723924517,0.3723915734479454
593,2,0.3479570340028325,-0.051025974337735036,0.5,1,1,0.5,1,0.5,2,100,0.9283590960123792,0.9478065076420896
594,5,0.5389184034055647,-2.2651347163246442,0.25,1,2,0.0,1,0.5,2,50,0.7062168393494191,0.4676015624037661
595,5,0.6926917671282649,0.06984212156717573,0.75,1,2,0.0,1,0.5,2,50,0.5458920510057821,0.12486013910495357
596,5,0.42531578954827165,-0.39217507446703226,0.25,0,0,0.0,1,0.5,2,50,0.5460059305938546,0.8090237976121191
597,5,0.8217810994464416,0.22973737346320355,0.75,0,0,0.5,1,0.0,2,30,0.7427498140610411,0.660565495267021
598,10,0.6740814519278076,0.5631720765467501,0.5,0,0,0.0,1,0.5,2,30,0.9152294164352458,0.2580096735367481
599,10,0.4557294012734199,-0.19585452104558088,0.25,0,1,0.5,1,0.5,2,100,0.3891450242390294,0.4864587223645883
